UserId,MovieId,Pred_rating
1,1172,2.092421869757046
1,1405,2.5401034019916553
1,2193,0.978915650311005
1,2968,1.8666387031078782
2,52,4.014884906176263
2,144,1.5964750094905362
2,248,3.6806177088150083
2,314,4.999726598360809
2,319,3.9261575047235855
2,370,2.970882839331384
2,371,2.0299431133282217
2,372,4.425302365312337
2,382,2.663483535289211
2,405,0.20979758253535596
2,485,3.139083556359976
2,537,1.5324038838710887
2,550,3.2011157838301108
2,616,3.5081513673750075
2,661,3.669352092056293
2,720,4.831824223063734
3,377,3.407418557660327
3,592,2.6912943241170515
3,595,2.810212125583627
3,736,2.9695940926040456
3,1197,3.703776914270496
3,1721,3.386023515850954
3,2716,3.3284690795930816
3,5349,3.1197027530908006
3,8636,3.1032192557545772
3,44191,3.43882087109956
3,84236,4.0
4,185,3.388292155621797
4,356,4.783706831382902
4,357,4.526990312558766
4,364,4.5975353827806025
4,410,4.438458894070255
4,435,2.3045479461206066
4,440,4.147936352629021
4,442,3.952240356283925
4,588,4.520333555571508
4,589,5.0
4,594,4.007521300361685
4,596,4.297901619625814
4,610,3.8401207252050362
4,616,3.7917457397842886
4,919,4.9896378964457515
4,1022,4.031417144474533
4,1028,4.849728831368969
4,1032,4.96919159838421
4,1033,4.6151684098450065
4,1282,4.501897361584795
4,1334,4.609216121956289
4,1372,3.9507391757732258
4,1580,4.1364072036971855
4,1858,2.764321810787258
4,1967,3.6717386365182407
4,2033,3.512297390706566
4,2078,4.352778568337304
4,2081,3.8217129147792104
4,2085,4.289807607818418
4,2087,5.0
4,2094,3.7117892881777736
4,2096,4.1092544606107975
4,2102,3.7100498097644676
4,2124,4.31043240821197
4,2141,4.719237329847488
4,2454,5.0
4,3034,4.745415582157522
4,3108,4.273171629808274
4,3255,4.646920836414101
4,3263,3.6689606932629717
4,4006,3.949312629900665
5,3,3.279451780915694
5,39,4.022364284018589
5,104,4.367870216009302
5,788,3.6239380863017843
5,1247,3.5748767021938432
5,1485,3.8801875990409727
5,1544,3.4265965065399313
5,1777,3.724925077488658
5,1997,3.957770954425577
5,2770,4.058933053373066
5,4018,4.272072323860774
5,4025,3.606873202395367
5,4447,5.0
5,4718,3.876277314056926
5,5266,3.189400904109241
5,5995,3.5182474942096524
5,6373,3.4023149775882064
5,8376,2.9685915325595937
5,30749,2.827662129579374
5,33679,2.9768917363856042
6,173,2.5385636534663423
6,1687,0.0
6,2019,3.5710756779520216
6,2072,0.6775759559778045
6,2528,4.433458459421752
6,2723,3.7873015287296594
6,3300,3.4393131155903047
6,4641,1.4809950633367128
6,4975,0.6232651770293617
7,260,4.0703529277867645
7,316,2.6752908930567076
7,377,3.2677225102098006
7,380,3.182893401552091
7,480,3.221828045172445
7,589,3.834274667487385
7,1036,3.5548723939746165
7,1129,3.396684332859386
7,1198,4.032804156502148
7,1240,3.932601476291426
7,1275,2.9507058387688114
7,1371,3.7536269502232824
7,1372,3.419079243622789
7,1373,3.1239602341892074
7,1374,3.8857701869329038
7,1375,3.1089031802118683
7,1376,3.567647753870493
7,1408,2.7501941905364826
8,32,4.336805068840413
8,110,3.8643528679476273
8,1219,4.218644862076594
8,1225,4.2023435668379046
8,1258,4.210978909140322
8,1358,3.316911502159641
8,1704,4.281322604542368
8,1961,3.9139819708477894
8,2028,3.7182793136877628
8,2329,4.226269285093938
8,2791,3.8835581413917986
8,2804,3.6686335764060303
8,2918,4.407678912456271
8,3996,4.137503298118834
8,5650,3.469314543280019
8,8873,3.1711117191001623
8,8874,4.142708363217295
8,33166,4.637724888619001
8,40583,3.589021917880584
8,40819,4.009393605649551
8,42007,2.5
8,43556,3.5
8,43871,0.9866969095004574
8,44004,3.3053854167093846
9,1177,2.195127279092512
9,1721,3.185362645629875
9,2125,4.137823802170126
9,2140,3.785122199909835
9,2391,4.830578672708626
9,2427,2.853998998613622
9,2490,2.541829982298214
9,2539,4.3190032333939
9,2857,1.103887549905859
10,592,3.712221985081876
10,1101,4.278687564983521
10,1127,4.33951331278525
10,1210,4.079207516029706
10,1220,3.9508051512438715
10,1240,4.2290802583916935
10,1291,4.38980490335546
10,2406,4.100890255289288
10,2410,3.171245392222292
10,3019,3.640227917685364
11,50,4.504719316995676
11,778,4.7246402054626495
11,923,5.0
11,1027,3.219896409619309
11,1408,2.3456714090833173
11,2762,3.974496916984216
11,5669,2.698009989951178
11,26614,3.3574345499517726
12,253,4.478712406968946
12,673,3.712967556582047
12,736,3.2880538509698978
12,737,4.518365905326185
12,1032,2.9040529449885906
12,2460,0.8790936256464228
12,2668,3.8984020189568
12,3146,0.0
12,3176,2.833398264651751
12,3324,0.0
12,3770,1.2740150521933806
12,3773,3.232575445951629
12,3780,2.0
13,47,3.4651598667766956
13,296,3.494015559457935
13,527,4.174145616454617
13,587,3.5339655500958145
13,919,3.86288275002552
13,1265,3.8317473797740376
13,2571,4.137769612909903
13,4886,4.242520742700812
13,4993,4.2232651099017255
13,58559,4.142830136030717
13,64614,4.200791318886726
14,2394,1.8131843209580851
14,2724,0.0
14,3114,4.163879211819092
14,3157,4.752143466359577
15,371,2.9667572819143535
15,372,1.8961101122427797
15,429,5.0
15,520,0.8376243887887329
15,913,2.9719615415306615
15,1100,1.2712866380641903
15,1183,3.2242977896728364
15,1283,4.367338582475785
15,1289,4.217920705655111
15,1385,3.7639573395484773
15,1502,0.24963112061271775
15,1689,3.698632107744868
15,1752,1.13263717055385
15,1754,3.071017979217106
15,1792,2.481285281689809
15,1816,4.521055489122266
15,1836,4.5197314651024
15,1862,1.138226278333962
15,1895,1.229981756856174
15,2025,1.9104454017192718
15,2269,1.3480754185126083
15,2282,3.8347410744612125
15,2334,1.2192911003166929
15,2387,3.932546036361456
15,2406,3.719852361842289
15,2413,2.41493006101287
15,2539,3.5650859700070088
15,2568,2.485876918519519
15,2717,2.029850654341768
15,2718,1.3946366868744953
15,2976,5.0
15,3146,1.4324742637978785
15,3285,0.5195859708653415
15,3316,2.662764772156885
15,3476,3.7062679406589822
15,3484,0.9068581582130979
15,3552,4.419742376824594
15,3577,3.5
15,3707,1.9416826502110298
15,3728,5.0
15,3755,3.079899327985093
15,3968,3.240023043056782
15,4007,3.4192477459679638
15,4019,0.8563551984575624
15,4388,1.7730909737337455
15,4642,4.6123715239421585
15,4823,3.827253272167285
15,4914,5.0
15,4958,3.2645701208893483
15,4992,2.514644623673854
15,5000,3.5
15,5110,0.9765833539396143
15,5171,1.286312104332635
15,5291,3.681371058082063
15,5296,3.8931599249722186
15,5299,2.335464545084971
15,5308,4.138817672778903
15,5346,2.907609567816322
15,5364,2.874702687678356
15,5620,1.587457839633071
15,5816,1.3190622970685144
15,5959,2.801189468892808
15,6037,3.0
15,6059,2.4186605384025155
15,6155,2.1419202681861393
15,6157,0.8860499410951839
15,6188,3.416255276396787
15,6283,4.514166576146458
15,6287,0.2916473713174672
15,6433,3.7275891782334023
15,6586,0.7987328564674447
15,6754,3.659382218882566
15,6773,4.071858132461154
15,6879,2.843903033009076
15,6885,1.0
15,6944,1.788687462451703
15,7010,1.3005288416820544
15,7034,3.1085040771976806
15,7173,1.839907815381865
15,7325,0.6173674058767055
15,7346,2.638561171411912
15,7444,1.396881214253073
15,7445,2.0789953745718583
15,7451,0.12411272812304419
15,8264,3.464479471010073
15,8464,3.6620051049219793
15,8531,2.7
15,8781,3.683482273666069
15,8917,3.58016808702113
15,26587,4.39246151377505
15,30812,3.6488922656604323
15,30825,1.9718256497383115
15,34150,1.9751737358415542
15,36529,1.5931209643553945
15,37386,0.0
15,37741,3.494789256620006
15,40583,1.9855381447975917
15,40815,1.445969505740637
15,44004,1.861705162148354
15,44555,3.995057028916844
15,44788,1.8127620440274672
15,45447,1.9462529772348014
15,45517,0.7438116823668031
15,45672,0.0
15,45720,0.11474173136532478
15,45722,1.3766051947629543
15,45728,1.9446574382827708
15,46970,0.03540796696603826
15,47999,2.447036025705928
15,48043,1.7347876585963964
15,49286,2.6389752771412036
15,50851,2.706092736829713
15,52604,3.2142546966380006
15,53322,1.5268434005680542
15,53464,2.6596056110255883
15,54001,1.2204010332819593
15,54272,3.0379923000127835
15,55247,2.5406189625531415
15,55442,2.7232875547299606
15,55830,2.969483701378626
15,56174,1.0144938274735673
15,56563,3.75
15,56775,2.9959744468044933
15,56782,3.034971813117662
15,57368,2.420883865562239
15,59126,0.7771534476831403
15,60074,1.1863322333178672
15,62434,2.1925971935849833
15,64839,3.234524269454684
15,64957,2.532945340606637
15,65802,0.22435154042243946
15,66203,2.808648221330013
15,66596,1.5
15,67087,0.5444924176868109
15,68324,1.0
15,69436,1.0
15,69524,2.1011307307792824
15,70862,3.0550448049545436
15,71264,1.9461996440077773
15,71282,2.1442343093804994
15,71462,2.6424252333558242
15,71535,1.9138996700918207
15,71838,0.871648985965155
15,76077,1.9022935683717876
15,78209,0.2783112590010255
15,78574,2.3674398505633683
15,79185,2.142688565984035
15,79242,2.800702682072272
15,80126,3.5317022405047056
15,80862,2.9513409277571787
15,81834,1.5428265988759995
15,82854,1.0228815926189645
15,83827,4.0
15,84374,0.0
15,86833,2.5319941359282785
15,86882,1.9824675583379783
15,86898,3.5
15,86911,0.236879418593136
15,87222,1.6437423647225518
15,87485,0.0
15,87869,3.968841164239996
15,87930,2.0
15,88125,1.7586994432188006
15,89470,3.155403529185681
15,90870,0.5
15,92420,1.7771626097543751
15,93721,0.9675400734719632
15,95199,2.25
15,96737,2.262062734349078
15,97913,3.268344247165048
15,97938,1.7686948857684435
15,98122,2.417381786943082
15,98154,3.435676583292654
15,98809,2.2611133718659326
15,99007,3.376951717128506
15,99112,2.0569330688678353
15,99114,1.5080394453114754
15,100083,1.5
15,100383,3.4174087156560997
15,100581,2.3333333333333335
15,101112,1.3792872849788609
15,101362,1.9310022224140537
15,101864,3.2927745069369037
15,102123,0.0
15,102125,0.06483025662331898
15,102880,1.8452665403621324
15,102903,0.9533971024810315
15,103249,1.4868427041020322
15,103253,2.563549536502911
15,103372,1.8333333333333333
15,103810,2.789405654939956
15,104211,3.0
15,104241,1.8130364323170411
15,104272,3.0
15,105504,2.701612936057966
15,106072,3.5576672754119874
15,106782,2.7415378756245445
15,106916,2.0327483978922083
15,106920,1.7408057606969096
15,107348,0.0
15,107406,3.0566962483019093
15,107910,4.5
15,108188,1.3792872849788609
15,108190,5.0
15,108689,0.5
15,108729,0.0
15,108932,3.055512050886215
15,108945,1.3226897513194773
15,109187,3.0104864750641824
15,109374,2.8453862919498727
15,109487,2.977138843142545
15,109673,2.074594168147702
15,109687,2.5
15,109848,3.4752550405459246
15,110102,2.9762099062707934
15,110127,1.6908995132538074
15,110553,2.2046006045291486
15,110730,2.638266102628256
15,110771,2.0
15,111228,2.5
15,111360,1.8719450855883655
15,111362,3.1676103466882544
15,111364,2.201970440361146
15,111443,2.031955290679303
15,111622,2.1206076507866483
15,111759,2.1762210706508776
15,111781,2.8431720547767947
15,112138,0.0
15,112171,2.0242100929341915
15,112183,2.533095034258419
15,112370,0.30217272336788525
15,112552,1.9970603937296012
15,112556,3.3507637071172374
15,112623,2.955578091620013
15,112788,1.25
